Model,TSD/train_R2Score,TSD/train_MeanAbsoluteError
TSD_SSD_WS24_water_WS24_water4_WS24_acid_WS24_base_WS24_boiling_seed42_att_cgcnn@version_43,0.8644420469719807,24.634472
TSD_SSD_WS24_water_WS24_water4_WS24_acid_WS24_base_WS24_boiling_seed42_att_cgcnn@version_43,0.9835007173601148,0.9797919167667066,0.9827381154277488,0.9659642168286411,0.9992167990190729
TSD_SSD_WS24_water_WS24_water4_WS24_acid_WS24_base_WS24_boiling_seed42_att_cgcnn@version_43,0.994269340974212,0.9940431996040179,0.9940431996040179,0.9880863992080358,0.9999189260691091,0.9899713467048711,0.9880147630147631,0.9876246548104983,0.9841254265043248,0.9998946993896488,0.9910714285714286,0.9910714285714286,0.9910707167344335,0.9822994862575031,0.9993622448979591,1.0,1.0,1.0,1.0,1.0,0.9878048780487805,0.9878048780487805,0.9878030641082849,0.9759000729485332,1.0
