MOF_name,data_set,split,water_label,4_class_water_label,acid_label,base_label,boiling_label,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
IGUFOH,WS24s,train,0,2,0,0,0,12.81275,3.86902,5.52796,775.534,799.195,0.3789,0.390459958,0.1485,0.2304,0.153031,0.237429,-0.06,-0.12,2.16,0.0,0.0,12.0,3.0,6.0,42.0,-11.7,-23.4,-6.04266,1.47,2.94,7.98,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.0,-6.0,-12.0,0.89,0.89,1.78,1.0,3.0,6.0,12.0,0.5625,1.7325,3.465,5.13,9.0,27.0,54.0,72.0,49.0,126.0,252.0,294.0,54.76,250.86,501.72,701.835684,9.2416,23.256,46.512,86.64,1.0,2.0,2.0,0.5329,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.772,20.6056,17.544,2.32,1.62,3.36,9.0,3.0,9.0,88.0,72.0,138.0,-7.16,-2.7,-8.07,13.0,28.0,42.0,48.0,9.4741,22.046,28.0914,31.7112,70.0,160.0,192.0,216.0,2420.0,4416.0,4080.0,4608.0,119.6213,196.08,405.498,383.904,4.0,3.0,6.0,1.7161,3.8252,3.0261,5.895,16.0,28.0,36.0,60.0,900.0,960.0,540.0,1260.0,2.7225,22.704,12.6225,29.6505,70.0,150.0,240.0,324.0,30.1686,73.689,111.8136,135.7908,390.0,990.0,1464.0,1716.0,1861.0,4140.0,6144.0,6876.0,450.0007,967.266,1549.1346,2020.788
PEHQID,WS24s,train,1,3,0,0,0,5.14211,3.77935,5.06048,1523.39,1039.38,0.3174,0.216554773,0.3174,0.0,0.216555,0.0,-0.026666667,-0.026666667,0.186666667,-1.333333333,-2.0,-4.0,1.333333333,1.333333333,7.333333333,-4.0,-4.0,-7.471406667,0.593333333,0.593333333,2.013333333,-0.046666667,0.713333333,0.946666667,-2.333333333,1.0,0.0,2.333333333,14.33333333,19.33333333,-7.9,-2.11422,-1.685626667,1.083333333,2.763333333,3.693333333,0.666666667,0.666666667,1.333333333,2.0,0.355266667,0.374733333,0.73,0.929533333,0.666666667,2.0,3.333333333,6.0,42.66666667,32.0,74.66666667,69.33333333,18.72666667,39.92666667,58.65333333,95.77845533,7.889066667,5.848,13.73706667,16.74133333,1.666666667,4.333333333,4.333333333,0.542766667,0.952233333,1.8625,1.672033333,3.666666667,14.0,21.33333333,15.0,59.0,74.0,130.6666667,99.66666667,36.98,123.5466667,208.9785613,180.7370167,10.9696,13.6,34.86506667,33.19786667,3.986666667,3.786666667,13.71333333,16.0,10.0,48.66666667,214.0,224.0,706.0,-9.066666667,-4.586666667,-19.19333333,58.0,140.0,268.0,380.0,42.4116,112.8412,197.8836,266.1228,424.0,1200.0,1904.0,2256.0,16420.0,27552.0,47952.0,47380.0,494.1694,981.6204,2348.1056,2930.7776,5.333333333,6.666666667,16.66666667,2.1904,5.781866667,8.9984,16.21093333,28.66666667,67.33333333,134.0,209.3333333,2304.0,2016.0,4608.0,4512.0,2.8561,30.5552,26.79213333,80.0384,22.66666667,46.0,88.0,128.6666667,8.6188,20.8054,34.368,42.4758,134.0,360.0,544.0,558.0,586.6666667,1176.0,1808.0,1856.666667,153.9154667,304.419,572.7524,794.9210667
BELYIC,WS24s,train,0,1,0,0,0,4.04488,3.09568,4.04373,1459.87,1515.49,0.3266,0.339044985,0.3266,0.0,0.339045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,1.08,-2.0,-3.0,0.0,2.0,2.0,21.0,-6.0,-6.0,2.37867,0.89,0.89,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.5329,0.5621,1.095,0.8103,1.0,3.0,5.0,3.0,64.0,48.0,112.0,24.0,28.09,59.89,87.98,71.663049,11.8336,8.772,20.6056,22.704,2.64,2.48,5.12,8.0,4.0,8.0,16.0,24.0,40.0,-8.52,-4.96,-13.48,9.0,16.0,20.0,24.0,6.4353,12.6144,14.9572,13.4904,36.0,80.0,80.0,48.0,544.0,1152.0,1344.0,1152.0,75.0605,106.2272,168.7272,210.528,4.0,4.0,8.0,1.9321,4.0588,4.2812,8.34,16.0,32.0,48.0,96.0,144.0,384.0,288.0,672.0,1.7161,18.0256,13.362,31.3876,7.0,12.0,18.0,12.0,2.6623,5.1436,5.845,3.2412,30.0,60.0,42.0,12.0,203.0,300.0,362.0,96.0,51.1922,81.753,121.4552,90.816
LAZNOR,WS24s,train,1,3,0,0,0,3.22055,2.04174,3.06024,0.0,0.0,0.0151,0.007278547,0.0,0.0151,0.0,0.00727853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032727273,0.151515152,0.133333333,-1.636363636,-1.151515152,-2.060606061,1.636363636,4.545454545,5.454545455,-5.345454545,-3.942841212,-6.451932121,0.75,1.157272727,1.550909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060606061,2.121212121,1.878787879,0.540075758,0.603633333,1.045,0.921812121,1.545454545,4.636363636,6.181818182,5.878787879,60.36363636,48.0,88.24242424,68.84848485,34.55545455,75.02515152,107.3691462,105.4067219,11.20523636,8.809090909,18.86504242,15.2230303,5.37,5.985,12.315,30.5,29.0,59.5,262.0,294.0,573.0,-12.12,-7.295,-19.475,35.2,80.0,185.6,281.6,24.84928,69.28928,131.2096,171.7824,275.2,835.2,1361.6,1609.6,8748.0,18364.8,26715.2,26899.2,290.40504,513.27488,1738.1632,2211.968,6.0,7.5,13.5,2.466,7.434,9.9243,15.2217,45.0,106.5,166.5,222.0,2220.5,2609.5,3888.5,4269.0,2.4548,26.4252,24.8273,53.6085,14.0,28.0,41.2,46.8,6.37548,14.03864,19.33244,19.61684,69.2,163.2,210.8,198.8,459.8,866.4,1195.2,1116.0,101.83586,191.9946,289.42128,311.3982
QUDJOP,WS24s,train,0,2,0,0,0,6.19638,4.53832,6.17045,2108.19,1992.77,0.4579,0.43283046,0.4579,0.0,0.432831,0.0,-0.033333333,-0.046666667,0.173333333,-1.666666667,-2.333333333,-3.333333333,1.666666667,2.333333333,8.0,-5.3,-7.9,-11.27140667,0.756666667,1.083333333,2.4,-0.04,0.213333333,0.193333333,-2.0,-1.333333333,-2.333333333,2.0,6.0,7.0,-6.6,-4.671406667,-7.371406667,0.92,1.48,1.91,1.0,1.333333333,2.333333333,3.333333333,0.542766667,0.754733333,1.3075,1.704466667,2.0,5.333333333,8.666666667,13.33333333,59.0,62.33333333,116.6666667,124.6666667,36.98,86.05333333,142.2733333,213.5817427,10.9696,11.51253333,21.48906667,26.49066667,1.333333333,2.666666667,2.333333333,0.542766667,0.759733333,1.3,1.126966667,2.0,6.0,8.0,7.333333333,59.0,60.0,107.3333333,82.66666667,36.98,95.67333333,136.635076,129.9617427,10.9696,11.016,23.36373333,18.73866667,1.72,2.16,5.2,2.0,0.0,8.0,67.0,96.0,198.0,-4.97,-3.6,-8.28,8.0,14.0,16.0,16.0,5.716,10.3486,12.5112,9.0552,30.0,62.0,58.0,36.0,1221.0,1740.0,1864.0,744.0,61.6413,98.832,112.1626,136.272,3.0,4.0,8.0,1.7161,2.8951,4.0348,6.9168,9.0,21.0,36.0,48.0,900.0,690.0,720.0,1260.0,2.7225,16.368,16.83,35.442,27.0,57.0,88.0,110.0,12.5155,29.1141,42.8812,49.137,145.0,358.0,510.0,560.0,865.0,1777.0,2600.0,2760.0,190.7326,386.5396,603.5174,726.786
WISVEB,WS24s,train,1,3,0,0,0,8.95121,6.85436,8.94424,2534.57,3058.13,0.7048,0.850387126,0.7048,0.0,0.850387,0.0,-0.025,-0.055,0.49,-1.25,-2.75,-2.5,1.25,2.75,13.0,-4.425,-10.275,-10.360665,0.59,1.325,3.175,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.0,-6.0,-12.0,0.89,0.89,1.78,1.0,1.75,2.75,5.0,0.5551,0.995525,1.573125,2.4298,3.25,8.25,14.5,22.5,52.75,80.25,122.5,160.5,48.0925,118.7575,210.14,330.833921,9.8896,14.9382,22.5934,37.674,1.0,2.0,2.0,0.5329,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.772,20.6056,17.544,3.0,2.485,5.485,8.0,4.0,12.0,160.0,147.0,307.0,-7.0,-3.01,-10.01,13.0,30.0,46.0,50.0,10.4827,25.1558,36.3222,34.3246,80.0,206.0,274.0,228.0,5200.0,6816.0,10560.0,6432.0,114.5574,215.8256,421.0532,403.0992,4.0,4.5,7.5,2.1904,4.3216,6.179,8.3102,17.0,38.0,58.5,69.5,2304.0,1536.0,3312.0,2544.0,2.8561,23.2544,17.93935,38.33765,32.0,66.0,100.0,126.0,15.696,34.8202,50.7404,58.6302,166.0,404.0,560.0,598.0,1192.0,2258.0,3368.0,3584.0,246.232,465.2432,722.7848,877.715
FOJLOH,WS24s,train,0,2,0,0,0,7.20779,6.67215,7.20779,2312.69,2812.64,0.4817,0.585832272,0.4817,0.0,0.585832,0.0,-5.55e-17,0.28,0.24,-2.166666667,-1.166666667,-2.666666667,4.166666667,11.0,13.0,-8.867851667,-11.20711,-17.20711,1.541666667,3.02,3.91,-0.04,-0.04,0.04,-2.0,-2.333333333,-4.0,2.0,2.0,6.333333333,-6.0,-6.0,-11.73570333,0.89,0.89,2.193333333,1.0,1.666666667,3.5,4.0,0.5329,0.888166667,1.66075,1.9564,3.0,9.333333333,13.66666667,18.0,64.0,73.33333333,136.0,152.0,28.09,93.8162805,157.712683,203.557683,11.8336,14.41933333,31.0288,33.884,1.0,2.0,2.333333333,0.5329,0.5621,1.095,1.214233333,1.0,3.0,4.333333333,6.333333333,64.0,48.0,112.0,98.66666667,28.09,59.89,87.98,127.742561,11.8336,8.772,20.6056,20.06666667,1.74,1.62,3.36,3.0,0.0,5.0,66.0,72.0,138.0,-5.37,-2.7,-8.07,7.0,12.0,12.0,12.0,5.0935,9.1104,9.2496,6.7452,24.0,48.0,42.0,24.0,1200.0,1728.0,1464.0,576.0,57.7308,86.688,96.2466,105.264,3.0,3.0,6.0,1.7161,2.8689,3.0261,5.895,9.0,18.0,27.0,39.0,900.0,720.0,540.0,1260.0,2.7225,17.028,12.6225,29.6505,70.0,146.0,242.0,298.0,28.195,68.5466,102.7402,123.9426,388.0,952.0,1346.0,1670.0,1792.0,3868.0,5664.0,6472.0,456.6049,957.769,1575.1626,1922.053
YOYPEJ,WS24s,train,1,3,0,0,0,6.69444,5.84937,6.69444,1256.66,1105.93,0.2833,0.249320156,0.2833,0.0,0.24932,0.0,-0.06,0.3,1.06,0.0,3.0,6.0,3.0,10.0,22.0,-11.7,-12.70711,-6.92133,1.47,2.8,4.48,-0.04,0.15,0.12,-2.0,-2.0,-3.0,2.0,5.0,6.5,-6.9,-5.453555,-10.403555,0.935,1.355,2.045,1.0,3.0,6.0,7.0,0.5625,1.7325,3.15,3.1425,9.0,27.0,45.0,45.0,49.0,126.0,224.0,189.0,54.76,250.86,422.592614,434.537842,9.2416,23.256,46.9376,51.072,1.5,3.0,3.0,0.5477,0.85855,1.545,1.5671,2.5,7.5,12.0,13.0,56.5,66.0,126.0,114.5,41.425,113.565,171.666307,201.996307,10.5376,12.138,26.0196,23.744,2.82,3.96,9.3,21.0,27.0,63.0,123.0,198.0,402.0,-7.98,-5.76,-14.61,29.0,60.0,114.0,192.0,18.3941,42.0948,76.7082,113.0712,174.0,480.0,696.0,744.0,2786.0,6624.0,10236.0,10824.0,231.2849,439.8336,953.7456,1572.1248,6.0,9.0,18.0,1.4641,5.3724,8.3853,15.1008,36.0,90.0,162.0,270.0,784.0,1260.0,1512.0,2856.0,3.6481,37.1304,43.8345,93.5709,40.0,88.0,142.0,178.0,17.5464,43.736,67.3822,75.8602,230.0,588.0,886.0,962.0,1093.0,2556.0,3860.0,3988.0,260.1061,583.083,946.2536,1140.055
APUVIS,WS24s,train,1,3,0,0,0,8.50424,8.277,8.50424,1409.1,1257.32,0.3848,0.343350703,0.3848,0.0,0.343351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.43,0.52,-2.5,-1.75,-1.75,2.0,9.75,11.5,-6.9,-4.2588875,-3.610665,0.935,2.1075,2.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,4.0,0.5477,0.85855,1.61625,1.8186,2.5,8.5,13.0,13.0,56.5,66.0,117.25,133.0,41.425,113.565,190.2057675,198.0814555,10.5376,12.138,28.3528,33.0676,2.45,4.18,8.56,13.0,14.0,34.0,85.0,173.0,309.0,-7.67,-5.95,-10.83,36.0,78.0,150.0,192.0,24.9237,58.0536,103.1214,119.7258,228.0,600.0,870.0,828.0,7596.0,13542.0,16698.0,16812.0,272.961,528.063,1148.9808,1469.7936,5.0,7.0,12.0,1.7161,5.371,6.5369,9.3796,25.0,60.0,105.0,130.0,900.0,1950.0,1110.0,1530.0,2.7225,26.268,28.875,50.5395,32.0,64.0,112.0,142.0,11.496,27.8432,41.3896,47.4454,176.0,436.0,588.0,628.0,674.0,1440.0,1966.0,2004.0,197.6204,406.674,694.7152,861.6204
TIZYIM,WS24s,train,1,3,0,0,0,4.24601,3.52063,4.24601,207.52,101.73,0.0488,0.023922741,0.0488,0.0,0.0239227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.0,-6.0,-12.0,0.89,0.89,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5329,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.772,20.6056,17.544,8.55,5.46,8.31,57.0,36.0,57.0,495.0,342.0,507.0,-20.16,-8.1,-14.82,20.0,60.0,140.0,132.0,15.597,57.6408,97.4418,82.1688,264.0,984.0,1344.0,816.0,8922.0,19296.0,24306.0,11808.0,183.8982,359.136,1425.3504,1102.176,9.0,7.0,9.0,2.8224,11.0376,10.584,11.4408,81.0,216.0,243.0,216.0,3969.0,4536.0,6237.0,3780.0,1.44,37.152,19.8,30.744,40.0,112.0,262.0,324.0,13.9,46.4704,83.2374,92.8068,514.0,2270.0,3086.0,2388.0,817.0,2248.0,3380.0,3306.0,246.5119,688.021,1509.6854,1817.937
PURNEX,WS24s,train,1,3,0,0,0,5.09536,3.50261,5.08028,1391.96,357.662,0.2869,0.073718533,0.2869,0.0,0.0737185,0.0,0.83,0.35,0.55,6.0,2.5,3.0,13.5,7.5,10.0,58.15,-2.95711,0.439335,-2.345,1.575,1.75,-0.235,0.37,0.18,-2.5,0.0,0.0,-2.0,6.5,3.5,-19.9,0.94289,-0.503555,1.26,1.085,0.665,1.0,3.5,3.0,2.5,0.95405,2.55985,1.425,0.99375,12.5,21.5,19.5,13.5,122.5,287.0,94.5,52.5,723.025,520.81,186.162614,133.648921,6.4258,24.7,22.9368,17.784,1.5,3.5,1.0,0.5477,1.0009,1.64685,0.4275,2.5,8.0,9.5,4.0,56.5,98.0,148.5,24.5,41.425,182.465,144.677614,58.486307,10.5376,11.02,32.9352,7.22,3.890769231,0.464615385,12.27076923,16.46153846,2.153846154,51.69230769,334.7692308,62.46153846,1023.230769,-5.966153846,0.224615385,-18.44153846,124.0,360.0,864.0,1158.0,105.9944,342.1464,695.0992,1091.8686,1320.0,4264.0,8464.0,13094.0,138474.0,160552.0,652648.0,490676.0,1113.3504,2766.9664,8508.3296,8853.2162,5.384615385,5.538461538,16.92307692,2.114123077,5.716215385,11.00067692,17.78867692,29.23076923,69.23076923,152.0,221.5384615,5119.461538,3017.076923,22549.53846,9121.692308,5.418861538,42.8672,28.95390769,132.2971385,12.0,24.0,37.33333333,34.0,5.896066667,13.42773333,17.38613333,13.0922,61.33333333,141.3333333,181.3333333,167.3333333,514.0,1109.333333,1222.666667,600.0,88.4284,158.6186667,289.5742667,210.739
ULASEH,WS24s,train,1,3,0,0,0,4.53168,2.06964,3.56602,0.0,0.0,0.086,0.060807467,0.0,0.086,0.0,0.0608076,-0.008695652,0.093913043,0.096521739,-0.260869565,0.0,0.065217391,0.434782609,1.826086957,1.695652174,-1.695652174,-0.262724348,0.245971304,0.213043478,0.346956522,0.283043478,-0.00173913,0.093913043,0.096521739,-0.260869565,0.0,0.043478261,0.086956522,1.826086957,1.695652174,-0.339130435,-0.262724348,0.245971304,0.042608696,0.346956522,0.283043478,0.304347826,0.434782609,0.52173913,0.391304348,0.171195652,0.251086957,0.223043478,0.147717391,0.695652174,1.739130435,2.086956522,1.434782609,14.91304348,18.26086957,12.7826087,7.304347826,16.66608696,36.35652174,30.51459496,19.60763843,2.81266087,3.370434783,3.766956522,2.755826087,1.130434783,0.52173913,0.391304348,0.57836087,0.652826087,0.223043478,0.147717391,1.391304348,2.434782609,2.086956522,1.47826087,42.2173913,47.47826087,12.7826087,7.304347826,92.81043478,94.52695652,30.51459496,19.60763843,7.812504348,8.763130435,3.766956522,2.755826087,3.408,4.276,3.312,26.8,33.2,22.4,124.8,156.0,112.8,-6.76,-6.376,-2.376,15.0,28.8,53.6,81.6,8.96264,20.08688,33.37328,41.60096,84.8,236.0,289.6,190.4,1205.8,2680.0,3654.8,2864.8,110.10608,189.42304,379.41392,618.496,6.4,7.6,8.0,1.59772,5.91528,6.72624,8.568,41.6,96.8,100.8,188.8,667.8,1058.4,1083.6,2527.2,3.22288,32.98992,36.25056,31.41856,17.33333333,39.33333333,66.88888889,102.6666667,7.176133333,18.6418,29.08775556,40.16217778,122.4444444,405.1111111,630.4444444,846.4444444,416.6666667,1011.111111,1423.555556,1801.555556,107.1048667,250.1074444,414.8005556,611.7805556
YEGTEK,WS24s,train,0,2,0,0,0,5.83356,3.2871,5.79439,1159.79,737.807,0.2595,0.165082637,0.2595,0.0,0.165082,0.0,-0.04,-0.04,0.68,-2.0,-3.0,-2.0,2.0,2.0,16.0,-6.0,-6.0,-4.41422,0.89,0.89,3.37,-0.04,-0.04,0.68,-2.0,-3.0,-2.0,2.0,2.0,16.0,-6.0,-6.0,-4.41422,0.89,0.89,3.37,1.0,1.0,2.0,3.0,0.5329,0.5621,1.095,1.1023,1.0,3.0,5.0,5.0,64.0,48.0,112.0,64.0,28.09,59.89,87.98,107.665366,11.8336,8.772,20.6056,23.908,1.0,2.0,3.0,0.5329,0.5621,1.095,1.1023,1.0,3.0,5.0,5.0,64.0,48.0,112.0,64.0,28.09,59.89,87.98,107.665366,11.8336,8.772,20.6056,23.908,2.5,1.893333333,3.393333333,6.0,2.0,3.333333333,133.3333333,112.0,192.0,-5.833333333,-2.293333333,-5.793333333,19.0,40.0,48.0,48.0,15.4576,32.85,35.2864,31.1272,96.0,224.0,234.0,200.0,7768.0,8640.0,6656.0,4992.0,165.9193,291.712,447.6272,397.3888,3.333333333,2.666666667,4.666666667,2.1904,3.601333333,3.038933333,5.199733333,12.66666667,25.33333333,30.0,52.33333333,2304.0,1280.0,768.0,1536.0,2.8561,19.37866667,11.492,23.1192,27.0,54.0,90.0,114.0,11.5443,26.103,38.8074,44.6898,144.0,354.0,474.0,522.0,825.0,1548.0,2262.0,2136.0,192.5916,362.304,602.3406,751.251
EZOGAC,WS24s,train,0,1,0,0,0,15.09892,13.84213,15.09892,2043.19,2544.42,0.6433,0.801112816,0.6433,0.0,0.801112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056,-0.056,-0.064,0.8,0.8,-1.6,2.8,2.8,3.2,-9.48,-9.48,-9.6,1.3,1.3,1.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.8,1.8,0.53882,1.14268,1.569,1.01186,8.0,31.2,32.0,10.4,61.0,88.8,140.0,86.6,33.424,148.256,170.728,106.776,11.3152,16.32,25.78688,15.88352,2.38,4.4,6.32,10.0,14.0,26.0,101.0,220.0,300.0,-7.25,-6.4,-12.52,28.0,96.0,172.0,238.0,17.8028,61.9608,112.5148,149.1454,388.0,1612.0,2624.0,2498.0,2754.0,7440.0,12832.0,16594.0,224.4882,688.842,1317.0148,1861.7916,5.0,10.0,14.0,1.4641,4.4407,9.317,12.8502,25.0,75.0,180.0,220.0,784.0,1092.0,1680.0,2576.0,3.6481,32.088,48.705,74.9866,12.66666667,36.0,49.33333333,32.66666667,7.3298,21.05693333,28.80226667,19.01926667,125.3333333,466.6666667,605.3333333,292.0,539.3333333,1408.0,1962.666667,1312.666667,98.40733333,256.19,357.1062667,238.4490667
LOQLIN,WS24s,train,0,2,0,0,0,14.25816,13.92601,14.25816,1566.01,1643.97,0.5636,0.591657586,0.5636,0.0,0.591657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026666667,-0.026666667,-0.053333333,-1.333333333,-1.333333333,-2.666666667,1.333333333,1.333333333,2.666666667,-4.0,-4.0,-8.0,0.593333333,0.593333333,1.186666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,1.333333333,1.333333333,0.5329,0.374733333,0.73,0.749466667,0.666666667,2.0,2.666666667,4.0,64.0,32.0,74.66666667,64.0,28.09,39.92666667,58.65333333,79.85333333,11.8336,5.848,13.73706667,11.696,3.06,3.04,3.92,22.66666667,18.66666667,28.0,138.0,140.0,192.0,-9.78,-3.48,-9.48,17.33333333,42.66666667,89.33333333,104.0,10.95833333,31.43866667,55.97033333,56.94,136.0,392.0,609.3333333,520.0,2707.333333,6741.333333,9287.333333,7232.0,157.3515333,309.9669333,882.6551333,842.6624,6.0,6.333333333,8.0,1.5376,5.4312,5.968533333,7.44,36.0,80.0,116.0,120.0,961.0,1488.0,1746.333333,1736.0,3.2761,37.3584,27.04743333,43.3676,16.0,32.0,48.0,58.0,7.4224,16.2624,23.0448,24.6794,80.0,192.0,256.0,250.0,548.0,1008.0,1456.0,1420.0,118.7144,219.096,337.3204,385.387
MAWWAK01,WS24s,train,0,2,0,0,0,2.76087,1.54073,2.29448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006666667,-0.04,-0.073333333,0.0,-1.0,-1.666666667,0.333333333,2.0,3.666666667,-1.3,-6.6,-11.9,0.163333333,0.92,1.676666667,-0.04,-0.04,-0.08,-2.0,-2.0,-3.0,2.0,2.0,4.0,-6.0,-6.0,-12.0,0.89,0.89,1.78,1.0,1.666666667,2.0,2.333333333,0.542766667,0.9225,1.115,1.326966667,3.666666667,7.0,7.666666667,11.33333333,59.0,88.66666667,102.6666667,106.0,36.98,80.16666667,114.4,163.4733333,10.9696,16.52746667,18.90506667,19.448,1.0,2.0,2.0,0.5329,0.5621,1.095,1.1242,1.0,3.0,4.0,5.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.772,20.6056,17.544,5.82,5.58,11.4,24.0,18.0,42.0,78.0,90.0,168.0,-12.48,-7.14,-19.62,20.0,48.0,96.0,144.0,15.7322,43.2744,69.7848,97.236,144.0,384.0,576.0,768.0,1866.0,5184.0,7632.0,9792.0,184.7174,322.8096,935.2512,1164.9216,6.0,6.0,12.0,2.89,7.446,7.854,15.3,36.0,72.0,108.0,180.0,441.0,1008.0,756.0,1764.0,1.8496,28.0704,20.808,48.8784,18.0,36.0,52.0,58.0,10.1314,20.6732,29.7348,33.2178,88.0,204.0,260.0,280.0,898.0,1576.0,2336.0,2544.0,165.172,288.8848,427.0868,464.763
