MofName,Partition,water_label,water4_label,acid_label,base_label,boiling_label,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
Cu-EBTC,train,0,2,0,0,0,9.04463,6.11115,9.04463,1.12093,1082.26,965.505,0.3547,0.3164336756086464,0.3489,0.0058,0.31126,0.00517428,1453.26,24.1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78000000000002,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,3.25,2.439999999999999,5.039999999999999,0.0,16.0,8.0,20.0,0.0,105.0,92.0,176.0,0.0,-7.700000000000002,-2.6,-8.76,16.0,36.0,64.0,80.0,11.509399999999998,29.141600000000007,42.5808,52.0928,100.0,244.0,320.0,384.0,2466.0,5408.0,5856.0,6784.0,151.566,271.07199999999995,645.5328000000001,665.9839999999998,1.0,5.0,4.0,8.0,1.9043999999999992,5.036999999999999,4.2504,8.28,25.0,45.0,60.0,100.0,841.0,1160.0,696.0,1624.0,3.61,32.68,19.38,45.524,21.0,42.0,66.0,78.0,10.266900000000003,22.068200000000004,32.561800000000005,38.11500000000001,108.0,258.0,354.0,414.0,784.0,1416.0,2138.0,2376.0,161.88909999999998,293.199,470.7806,540.243
ZOZJEF,train,1,3,0,0,0,7.86691,3.41039,7.86691,1.59028,0.0,0.0,0.4552,0.2862389013255527,0.0,0.4552,0.0,0.286238,0.0,665.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0133333333333333,-0.0399999999999999,-0.1100000000000001,0.0,0.0,-0.6666666666666666,-2.166666666666667,0.0,0.6666666666666666,2.0,5.5,0.0,-2.6000000000000005,-6.6000000000000005,-16.650000000000002,0.0,0.3266666666666667,0.9200000000000004,2.455000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,2.6666666666666665,3.5,0.5478333333333332,1.9438166666666667,1.5102666666666664,1.99045,12.833333333333336,46.833333333333336,40.0,48.66666666666665,56.83333333333334,183.3333333333333,126.6666666666667,159.0,49.135,194.33500000000004,199.52666666666667,258.77,10.51308333333333,33.725883333333336,23.240066666666667,29.018999999999995,0.0,0.0,0.0,0.0,0.0,15.659999999999991,8.610000000000001,16.8,0.0,387.0,99.0,336.0,0.0,891.0,423.0,936.0,0.0,-34.410000000000025,-12.09,-24.24000000000001,34.0,138.0,468.0,270.0,20.95950000000001,100.79219999999994,270.72539999999987,154.539,954.0,5712.0,8643.0,2460.0,3912.0,20274.0,30903.0,11880.0,289.26019999999994,1027.3805999999995,4692.842699999999,2177.955,1.0,18.0,15.0,24.0,2.205,21.432599999999987,15.523199999999996,27.1656,468.0,2070.0,738.0,1728.0,2349.0,7749.0,3078.0,6480.0,2.4872,75.8616,66.70799999999997,94.248,15.0,58.0,60.0,50.0,8.6231,33.53860000000001,34.964400000000005,28.62860000000001,230.0,914.0,988.0,712.0,665.0,2456.0,2416.0,2196.0,121.60099999999998,447.9458,439.62639999999993,400.248
MOFF-1,train,0,2,0,0,0,4.10325,1.71375,4.02394,1.70328,0.0,0.0,0.0159,0.0093349302522192,0.0,0.0159,0.0,0.00933494,0.0,59.4895,0.0,0.0,0.0,0.0,0.0,-0.036,-0.072,-0.108,0.0,-1.2,-2.4,-3.6,0.0,1.8,3.6,5.4,0.0,-4.5360000000000005,-9.072000000000005,-13.608,0.0,0.858,1.716,2.574,0.0,0.0,0.0,0.0,0.0,-0.04,0.4080000000000002,-0.0479999999999999,0.0,-2.4,-1.2,-2.4,0.0,2.0,9.6,2.4,0.0,-6.000000000000001,-2.6485320000000003,-7.200000000000001,0.0,0.8900000000000002,2.022,1.0680000000000005,0.6,0.6,1.2,2.4,0.30246,0.3280199999999998,0.6560399999999997,1.2865200000000003,0.6,1.8,3.6,6.0,48.6,32.4,64.8,145.8,8.392560000000003,25.3572,50.714400000000005,84.46416000000002,9.50424,6.0894,12.1788,27.77244,1.0,1.0,2.4,1.2,0.5328999999999999,0.5621000000000003,0.98112,0.67452,1.0,3.4,3.6,3.6,64.0,48.0,76.8,57.6,28.09,59.89000000000001,81.45321960000001,71.868,11.8336,8.771999999999997,21.444959999999995,10.526399999999995,0.0,0.0,0.0,0.0,0.0,3.25,4.059999999999999,8.069999999999999,0.0,14.0,13.0,32.0,0.0,105.0,143.0,260.0,0.0,-7.700000000000001,-3.5500000000000003,-9.660000000000002,26.0,56.0,100.0,136.0,13.790399999999998,35.88920000000001,54.897199999999984,73.17800000000001,156.0,392.0,548.0,680.0,2546.0,5704.0,6800.0,8040.0,203.291,403.75199999999984,852.9688000000003,1035.6639999999998,1.0,5.0,6.0,11.0,1.9044,5.036999999999999,5.823599999999999,9.811799999999998,25.0,55.0,85.0,115.0,841.0,1160.0,899.0,1711.0,3.61,32.68,28.405,58.064,26.0,54.0,84.0,108.0,14.464999999999998,31.031000000000013,47.83880000000001,60.61240000000001,138.0,342.0,484.0,524.0,1408.0,2328.0,3808.0,5304.0,265.09259999999995,427.6349999999999,702.3783999999998,988.3172000000002
SOSFOX,train,0,2,0,0,0,4.15702,1.63845,4.04861,1.44308,0.0,0.0,0.0038,0.0026332566455082,0.0,0.0038,0.0,0.00263326,0.0,29.6226,0.0,0.0,0.0,0.0,0.0,0.3525,0.0674999999999999,0.2831249999999999,0.0,2.8125,0.140625,-2.90625,0.0,8.8125,5.4375,12.84375,0.0,19.18125,-1.5562500000000012,-0.8464162500000025,0.0,-0.980625,0.8081250000000002,1.7892187500000003,0.0,0.0,0.0,0.0,0.0,-0.2575,0.2024999999999999,0.10875,0.0,-2.8125,-0.75,-1.3125,0.0,-4.75,3.9375,3.9375,0.0,-16.612499999999997,-0.2289993749999999,-4.1464162500000015,0.0,1.176875,0.73125,1.0743750000000003,0.9375,2.625,2.8125,3.421875,0.72665625,1.8754125000000004,1.6520062500000003,2.0188359375,8.25,14.625,14.71875,27.09375,117.5625,260.0625,165.375,175.875,255.17625000000004,296.84250000000003,229.49250000000004,379.739574,7.968937499999999,20.6013,26.3464875,26.0795625,1.0,1.1875,3.1875,1.3125,0.5384499999999999,0.83204375,1.5702937499999996,0.6339187500000001,1.5625,5.5,6.1875,4.125,61.1875,108.75,163.875,46.5,33.090625,134.47562499999998,111.5461708125,73.10348025,11.347600000000002,9.10545,33.459599999999995,10.540499999999998,0.0,0.0,0.0,0.0,0.0,2.305,1.93,8.145000000000003,0.0,7.0,2.25,26.25,0.0,88.75,94.25,299.25,0.0,-6.860000000000001,-3.332500000000001,-18.697499999999994,10.75,19.5,27.0,33.0,8.415175,14.908449999999998,20.2072,21.263400000000004,46.5,106.5,115.5,82.5,1883.75,2758.0,4147.5,2655.0,78.720575,129.4606,205.2042,247.8258,1.0,4.0,5.0,12.75,1.7161000000000006,3.84485,6.0522,11.210325000000005,16.0,36.0,71.0,99.0,900.0,937.5,1672.5,2497.5,2.722499999999999,22.209,19.111125,65.56275000000001,36.63636363636363,84.54545454545455,158.54545454545453,186.9090909090909,13.070136363636372,36.02554545454545,54.350472727272745,61.31250909090907,284.3636363636364,895.4545454545455,1125.090909090909,1202.3636363636365,874.2727272727273,2145.6363636363635,2661.2727272727275,2656.3636363636365,223.2916545454545,519.8117272727272,964.1744181818176,1087.296
HIFGUA,train,1,3,0,0,0,5.32651,4.00768,4.89555,1.09024,522.858,479.58,0.2763,0.2534304373348987,0.1837,0.0926,0.168495,0.0849354,273.557,137.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.3399999999999999,0.3299999999999999,0.0,-2.0,-1.0,-1.5,0.0,2.0,8.0,8.5,0.0,-6.900000000000001,-4.007110000000001,-5.057110000000001,0.0,0.9350000000000004,1.775,1.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3.0,2.5,0.5477,0.8585500000000001,1.4025,1.12835,2.5,7.5,10.0,8.0,56.5,66.0,105.0,76.0,41.425,113.565,160.96261400000003,135.052614,10.5376,12.137999999999998,24.742799999999995,19.336,0.0,0.0,0.0,0.0,0.0,2.8800000000000003,3.24,7.440000000000001,0.0,14.0,12.0,32.0,0.0,111.0,144.0,290.0,0.0,-8.55,-5.4,-13.660000000000004,36.0,80.0,136.0,196.0,18.49000000000001,48.02880000000002,75.46480000000003,102.0364,216.0,560.0,840.0,1044.0,2924.0,6480.0,8424.0,10752.0,258.0319999999999,529.4879999999998,1046.0568,1372.8000000000004,1.0,5.0,6.0,12.0,1.7161000000000002,4.8077000000000005,6.052200000000001,10.846800000000002,25.0,55.0,90.0,140.0,900.0,1170.0,1080.0,2100.0,2.7225,27.719999999999995,25.245,55.20899999999999,42.0,88.0,144.0,182.0,17.365800000000007,42.072800000000015,63.40320000000002,76.66300000000003,232.0,576.0,832.0,990.0,1064.0,2304.0,3412.0,3824.0,267.8294,561.8160000000003,909.4803999999996,1127.927
LOQSIU,train,0,2,0,0,0,4.77783,3.14039,4.7347,1.28928,0.0,0.0,0.0685,0.0531304293869446,0.0,0.0685,0.0,0.0531304,0.0,753.675,0.0,0.0,0.0,0.0,0.0,0.0699999999999999,0.3349999999999999,0.0099999999999999,0.0,0.0,1.0,-2.0,0.0,2.75,8.25,5.75,0.0,-3.7017775,-4.08211,-12.7017775,0.0,0.8000000000000003,1.8525,2.1350000000000007,0.0,0.0,0.0,0.0,0.0,-0.0266666666666666,-0.03,0.1199999999999999,0.0,-1.6666666666666667,-2.0,-3.5,0.0,1.3333333333333333,1.5,6.5,0.0,-3.7000000000000006,-4.050000000000001,-8.603555000000002,0.0,0.5783333333333334,0.645,1.955,1.0,2.125,3.125,2.75,0.5458499999999998,1.1182375,1.4540625,1.4881750000000002,5.25,12.125,13.375,20.0,57.4375,95.75,118.5,116.0,39.758125,114.4106535,142.7088985,179.42692075000002,10.699599999999998,19.0844,27.593400000000003,22.802,1.0,1.0833333333333333,1.9166666666666667,2.0,0.5341333333333332,0.600425,1.0432916666666667,0.9781999999999998,1.3333333333333333,3.25,3.9166666666666665,5.5,63.375,56.66666666666666,110.66666666666669,76.0,29.20125,52.82333333333332,75.30416666666666,101.7788415,11.7256,10.486266666666664,20.462266666666668,16.942,0.0,0.0,0.0,0.0,0.0,9.2475,5.534999999999999,7.657499999999999,0.0,75.75,42.0,58.5,0.0,537.0,338.25,462.75,0.0,-21.54,-9.87,-14.609999999999996,18.625,42.75,106.5,101.25,12.483562499999996,36.78217500000001,65.82794999999999,58.66275,168.75,527.25,608.25,359.25,4968.0,10987.5,10950.0,6987.0,186.2379,312.8016,1140.9072,956.46,1.0,9.75,6.0,8.25,2.822399999999999,11.982599999999998,7.635600000000001,10.4202,96.75,211.5,157.5,195.75,3969.0,4866.75,2504.25,3591.0,1.4399999999999995,39.888,20.484,29.411999999999992,87.33333333333333,183.3333333333333,303.3333333333333,405.3333333333333,34.28473333333332,84.91366666666654,127.56739999999988,152.40533333333337,486.6666666666667,1227.3333333333333,1756.6666666666667,1984.0,2053.6666666666665,4661.333333333333,6581.333333333333,7397.333333333333,547.7992666666676,1188.7845333333323,1947.295733333332,2526.717333333334
ROQNES03,train,0,2,0,0,0,5.26218,2.78641,5.26218,1.00261,0.0,0.0,0.3225,0.3216604661832617,0.0,0.3225,0.0,0.321659,0.0,733.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5625,1.125,0.0,0.0,4.0,4.0,0.0,0.0,49.0,98.0,0.0,0.0,54.76,109.52,0.0,0.0,9.2416,18.4832,0.0,0.0,1.0,1.0,1.0,0.0,0.5625,0.5625,0.5625,0.0,1.0,2.0,1.0,0.0,49.0,49.0,49.0,0.0,54.76,54.76,54.76,0.0,9.2416,9.2416,9.2416,0.0,0.0,0.0,0.0,0.0,0.0,5.189999999999999,5.189999999999999,5.189999999999999,0.0,24.0,24.0,24.0,0.0,87.0,87.0,87.0,0.0,-10.8,-10.8,-10.8,13.0,24.0,42.0,60.0,9.47725,21.285,31.410000000000004,33.75,66.0,168.0,192.0,120.0,1056.5,2394.0,3276.0,2940.0,112.61320000000002,156.13440000000003,322.48319999999995,554.4959999999999,1.0,6.0,6.0,6.0,2.72725,7.267500000000002,7.267500000000002,7.267500000000002,36.0,72.0,72.0,72.0,468.5,903.0,903.0,903.0,1.7139999999999995,22.6176,22.6176,22.6176,3.0,4.0,2.0,0.0,1.6875,2.25,1.125,0.0,6.0,8.0,2.0,0.0,147.0,196.0,98.0,0.0,27.7248,36.9664,18.4832,0.0
KAXQOR,train,0,2,0,0,0,4.50512,4.04434,4.50385,1.55363,226.825,145.997,0.1134,0.0729903516281225,0.1134,0.0,0.0729904,0.0,166.948,0.0,0.0,0.0,0.0,0.0,0.0,0.395,0.4599999999999999,1.7199999999999998,0.0,2.5,0.0,4.0,0.0,14.0,22.0,54.0,0.0,15.149999999999997,10.199999999999996,33.985779999999984,0.0,-0.3999999999999997,0.9500000000000006,2.6000000000000005,0.0,0.0,0.0,0.0,0.0,-0.09,-0.048,-0.096,0.0,-2.2,-2.4,-4.8,0.0,0.0,2.4,4.8,0.0,-7.62,-7.200000000000001,-14.400000000000002,0.0,0.884,1.0680000000000005,2.136000000000001,1.0,2.5,3.5,6.0,0.78665,1.9023,2.39935,3.4498,8.5,18.0,27.5,38.0,160.0,288.0,272.0,320.0,202.225,373.44999999999993,512.375,733.095868,9.245,19.8918,27.846799999999995,42.054,1.0,1.0,2.2,2.4,0.5328999999999999,0.5986,1.20742,1.34904,1.0,3.2,4.6,7.2,64.0,64.0,121.6,115.2,28.09,68.476,99.958,143.736,11.8336,8.792639999999999,22.36,21.0528,0.0,0.0,0.0,0.0,0.0,5.880000000000001,3.51,9.599999999999998,0.0,22.0,11.0,36.0,0.0,72.0,46.0,130.0,0.0,-14.64,-6.23,-19.950000000000003,18.0,44.0,76.0,84.0,15.629599999999998,41.93120000000001,59.53359999999998,61.845600000000005,140.0,416.0,546.0,456.0,2096.0,5120.0,7232.0,7424.0,159.65879999999996,258.41279999999995,729.2688000000002,653.5999999999999,1.0,6.0,5.0,10.0,2.9241,7.489800000000001,8.6184,12.825000000000005,36.0,84.0,114.0,144.0,400.0,960.0,1080.0,1400.0,1.0,20.64,11.23,29.950000000000003,29.0,60.0,96.0,124.0,13.6336,31.77640000000001,47.74960000000001,56.382000000000005,156.0,388.0,552.0,604.0,1152.0,2384.0,3336.0,3688.0,207.413,403.8228,664.5905999999998,823.934
AVUHEF,train,1,3,0,1,0,3.70804,2.16055,3.69676,1.43848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333332,0.2133333333333333,0.31,0.0,-1.0,-0.1666666666666666,-1.3333333333333333,0.0,4.166666666666667,6.0,9.5,0.0,-5.6857033333333336,-4.671406666666667,-7.757110000000001,0.0,1.2516666666666667,1.4800000000000002,2.405,0.0,0.0,0.0,0.0,0.0,-0.0399999999999999,0.2266666666666666,-0.06,0.0,-2.0,-1.0,-3.333333333333333,0.0,2.0,5.333333333333333,3.0,0.0,-6.6000000000000005,-2.071406666666667,-9.3,0.0,0.9200000000000004,1.153333333333333,1.3500000000000003,1.0,1.8333333333333333,3.0,2.833333333333333,0.5427666666666665,0.9410166666666672,1.4874999999999998,1.31325,3.8333333333333335,10.166666666666666,13.166666666666666,11.833333333333334,59.0,72.0,123.66666666666669,92.33333333333331,36.98,107.95256100000002,154.88840933333336,151.8609703333333,10.969600000000002,15.327200000000005,26.44426666666666,22.55333333333333,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.5427666666666665,0.7597333333333335,1.29,0.9419666666666668,2.0,6.0,7.333333333333333,6.666666666666667,59.0,60.0,112.0,78.0,36.98,95.67333333333336,117.39507600000002,107.72666666666667,10.969600000000002,11.015999999999996,24.3568,14.279999999999996,0.0,0.0,0.0,0.0,0.0,3.140000000000001,3.4300000000000006,8.129999999999999,0.0,22.0,21.0,51.0,0.0,116.0,147.0,285.0,0.0,-8.56,-4.69,-11.050000000000002,26.0,56.0,100.0,144.0,16.8032,40.510400000000025,66.59999999999998,84.42000000000004,164.0,448.0,588.0,544.0,2598.0,6408.0,8604.0,8016.0,216.73399999999995,413.5807999999999,889.2023999999999,1203.9295999999993,1.0,6.0,7.0,13.0,1.5876,5.5692,6.7914,10.395,36.0,84.0,126.0,162.0,729.0,1242.0,1134.0,1782.0,3.5344,37.2992,33.558,66.7212,29.5,62.0,98.0,119.0,12.65935,30.18540000000001,44.48180000000001,48.45230000000001,160.0,396.0,564.0,597.0,835.0,1792.0,2556.0,2426.0,199.40935,418.8532000000001,662.6111999999999,757.8394999999999
Zn2_2-6-NDC_2_2-2-dimethyl-BPY,train,1,3,0,0,0,6.35761,4.71238,6.34245,1.14447,909.675,794.842,0.3041,0.2657125132157242,0.3041,0.0,0.265712,0.0,655.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0799999999999999,0.5733333333333333,0.0,-2.0,-2.333333333333333,-1.3333333333333333,0.0,2.0,4.333333333333333,13.0,0.0,-6.6000000000000005,-6.9357033333333336,-4.478516666666668,0.0,0.9200000000000004,1.3633333333333335,2.7500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,2.6666666666666665,3.333333333333333,0.5427666666666666,0.7597333333333335,1.3999999999999997,1.4044666666666668,2.0,6.0,10.0,9.333333333333334,59.0,60.0,119.0,89.66666666666667,36.98,95.67333333333332,153.39087133333337,163.31435666666667,10.9696,11.015999999999998,23.7184,25.426666666666662,0.0,0.0,0.0,0.0,0.0,2.8800000000000003,3.24,7.04,0.0,14.0,12.0,29.0,0.0,111.0,144.0,285.0,0.0,-8.55,-5.4,-14.010000000000003,20.0,44.0,76.0,112.0,13.5636,32.84440000000001,52.39319999999999,69.50880000000001,120.0,308.0,428.0,512.0,2698.0,5784.0,7408.0,8352.0,170.61699999999996,313.2479999999999,672.9868,916.6079999999998,1.0,5.0,6.0,12.0,1.7161000000000002,4.8077000000000005,6.052200000000001,11.370800000000004,25.0,55.0,90.0,155.0,900.0,1170.0,1080.0,2250.0,2.7225,27.72,25.245,55.78649999999999,23.33333333333333,48.66666666666666,77.33333333333333,94.66666666666669,10.006066666666666,23.72113333333333,35.00720000000001,39.53213333333333,126.0,310.0,436.0,474.6666666666667,643.3333333333334,1352.0,1968.0,2010.6666666666667,154.46733333333336,317.6110000000001,503.9756000000002,600.3306666666667
BIRKUK,train,1,3,0,0,0,3.93005,1.14553,3.93005,1.72006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.2000000000000002,0.3875,0.0,0.25,7.25,1.5,0.0,11.25,28.75,10.0,0.0,9.798222499999998,28.08755749999999,9.471445,0.0,0.1175000000000001,0.6724999999999999,0.1975,0.0,0.0,0.0,0.0,0.0,0.5625,4.0625,0.6375,0.0,-5.0,6.25,-2.5,0.0,22.5,93.75,20.0,0.0,18.224999999999994,93.08056249999998,17.571444999999997,0.0,0.0675000000000005,2.375,0.2275000000000002,0.25,1.25,2.25,0.75,0.2601,0.9435,1.1169000000000002,0.38505,6.25,30.0,20.0,11.25,64.0,140.0,116.0,32.0,94.09,280.3644835,301.91138450000005,98.523967,1.6641,8.01735,13.241850000000005,4.48275,1.0,2.25,7.5,1.75,1.0404,1.76715,3.65925,1.17045,5.25,24.75,30.0,18.0,256.0,216.0,420.0,128.0,376.36,493.245,1016.9370875,317.743967,6.6564000000000005,14.80275,43.7955,11.06175,0.0,0.0,0.0,0.0,0.0,1.04,4.589999999999999,24.05,0.0,3.0,-5.0,70.0,0.0,124.0,369.0,1305.0,0.0,-2.6000000000000005,-5.58,-10.000000000000004,34.0,86.0,168.0,200.0,16.593100000000007,49.907,78.62979999999999,91.94580000000002,326.0,1156.0,1460.0,1510.0,4157.0,9814.0,11156.0,10534.0,192.63080000000005,507.7920000000001,939.1384000000004,1126.8876000000002,1.0,4.0,9.0,30.0,1.6384,5.2224,8.8704,18.368,16.0,52.0,164.0,200.0,2209.0,3008.0,2538.0,4935.0,3.7249,19.9176,44.2935,131.04699999999994,13.0,24.0,40.0,24.0,4.954699999999999,10.8416,13.917,8.839600000000003,64.0,128.0,126.0,112.0,628.0,864.0,990.0,504.0,71.5403,142.39200000000002,220.60280000000003,138.516
